"sample_id","mag_id","site","time","rel_abund","domain","phylum","class","order","family","genus","species","phylum2"
"L004","L078_bin.37","Anoxic","Summer",0.940799439957105,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L004","L081_bin.36","Anoxic","Summer",0.152574696042779,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L004","L081_bin.38","Anoxic","Summer",0.332368930688144,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L004","L082_bin.12","Anoxic","Summer",0.70532948364857,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","","Proteobacteria"
"L004","L082_bin.19","Anoxic","Summer",1.06517896185123,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","","Proteobacteria"
"L004","L082_bin.25","Anoxic","Summer",51.7466377296613,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","","Proteobacteria"
"L004","L082_bin.26","Anoxic","Summer",3.88771654647879,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ottowia","Ottowia sp001897615","Proteobacteria"
"L004","L082_bin.27","Anoxic","Summer",1.69606394879874,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L004","L082_bin.9","Anoxic","Summer",0.063157521304255,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L005","L001_bin.19","Oxic","Summer",0.557567923737916,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Sedimentibacteraceae","Sedimentibacter","","Firmicutes"
"L005","L001_bin.20","Oxic","Summer",0.133011642475538,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L005","L001_bin.6","Oxic","Summer",0.441665120402483,"Bacteria","Verrucomicrobiota","Kiritimatiellae","RFP12","UBA3636","JAAZFF01","","Verrucomicrobiota"
"L005","L003_bin.3","Oxic","Summer",0.059165223741509,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L005","L003_bin.31","Oxic","Summer",0.0321707425424197,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","Lentimicrobium","Lentimicrobium sp002410555","Bacteroidota"
"L005","L004_bin.13","Oxic","Summer",0.457130671244964,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ginsengibacter","","Bacteroidota"
"L005","L004_bin.14","Oxic","Summer",15.7138184542399,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","Thiobacillus","Thiobacillus sp001899775","Proteobacteria"
"L005","L004_bin.16","Oxic","Summer",8.08726204066777,"Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","OLB10","OLB10 sp001567275","Bacteroidota"
"L005","L004_bin.4","Oxic","Summer",0.476291997650793,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA7239","UBA7239","","Proteobacteria"
"L005","L005_bin.1","Oxic","Summer",0.836183615229786,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Agriterribacter","","Bacteroidota"
"L005","L005_bin.3","Oxic","Summer",1.53176795163498,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","JAEUUM01","","Bacteroidota"
"L005","L005_bin.7","Oxic","Summer",3.76159445473988,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","TH1-2","Terricaulis","","Proteobacteria"
"L005","L036_bin.1","Oxic","Summer",0.668971751020194,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L005","L036_bin.25","Oxic","Summer",0.344270127408646,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","Macellibacteroides fermentans","Bacteroidota"
"L005","L038_bin.2","Oxic","Summer",0.239143351906239,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","JAAYQA01","","Firmicutes"
"L005","L038_bin.25","Oxic","Summer",0.272852388212171,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L005","L039_bin.10","Oxic","Summer",7.12409205717393,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA5518","UBA5518","","Proteobacteria"
"L005","L039_bin.13","Oxic","Summer",0.0804647042884521,"Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Terrimesophilobacter","","Actinobacteriota"
"L005","L039_bin.7","Oxic","Summer",0.257955275062656,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira_A","Nitrospira_A sp001567445","Nitrospirota"
"L005","L040_bin.16","Oxic","Summer",0.324980201069835,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA11358","SCTL01","","Verrucomicrobiota"
"L005","L040_bin.20","Oxic","Summer",0.822934475677351,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella_A","Dokdonella_A sp014338185","Proteobacteria"
"L005","L040_bin.21","Oxic","Summer",0.315956659217854,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","","","Myxococcota"
"L005","L040_bin.7","Oxic","Summer",0.750219363566921,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L005","L040_bin.9","Oxic","Summer",0.24485083047202,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L005","L078_bin.37","Oxic","Summer",1.17661052942271,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L005","L081_bin.38","Oxic","Summer",0.657644217742156,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L005","L081_bin.4","Oxic","Summer",0.103315707923239,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L005","L082_bin.12","Oxic","Summer",0.598535325794119,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","","Proteobacteria"
"L005","L082_bin.19","Oxic","Summer",0.576825289778663,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","","Proteobacteria"
"L005","L082_bin.25","Oxic","Summer",47.9049627419195,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","","Proteobacteria"
"L005","L082_bin.26","Oxic","Summer",4.13459113688781,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ottowia","Ottowia sp001897615","Proteobacteria"
"L005","L082_bin.27","Oxic","Summer",1.31319402714756,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L036","L001_bin.19","Influent","Fall",0.800706424683875,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Sedimentibacteraceae","Sedimentibacter","","Firmicutes"
"L036","L001_bin.3","Influent","Fall",0.928550307616591,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA1179","UBA1179 sp002340405","Bacteroidota"
"L036","L001_bin.7","Influent","Fall",0.735989861941944,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp002316795","Synergistota"
"L036","L003_bin.22","Influent","Fall",2.246822743376,"Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","Pyramidobacter piscolens_A","Synergistota"
"L036","L003_bin.25","Influent","Fall",0.0618513778932966,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","JAFGAQ01","JAFGAQ01","","Verrucomicrobiota"
"L036","L003_bin.29","Influent","Fall",0.13308941476227,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RUG11257","RUG11257 sp012513425","Bacteroidota"
"L036","L003_bin.7","Influent","Fall",1.17863985713466,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas sp002398875","Bacteroidota"
"L036","L036_bin.1","Influent","Fall",32.2742711009738,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L036","L036_bin.10","Influent","Fall",5.08246257554148,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","","Desulfobacterota"
"L036","L036_bin.11","Influent","Fall",1.72772340795788,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","JAAYFO01","JAAYFO01 sp012728215","Spirochaetota"
"L036","L036_bin.17","Influent","Fall",0.783670117775707,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides","Firmicutes"
"L036","L036_bin.19","Influent","Fall",7.31705711825735,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","","","Synergistota"
"L036","L036_bin.20","Influent","Fall",0.279740472421201,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Trichococcus","Trichococcus flocculiformis","Firmicutes"
"L036","L036_bin.22","Influent","Fall",4.72189744691072,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","Solidesulfovibrio alcoholivorans","Desulfobacterota"
"L036","L036_bin.25","Influent","Fall",3.6740586840004,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","Macellibacteroides fermentans","Bacteroidota"
"L036","L036_bin.3","Influent","Fall",0.880491790756847,"Bacteria","Firmicutes","Bacilli","RFN20","CAG-826","Onthovivens","","Firmicutes"
"L036","L036_bin.5","Influent","Fall",3.45189484430627,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L036","L038_bin.11","Influent","Fall",0.186022704724536,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","DTU018","","Firmicutes"
"L036","L038_bin.25","Influent","Fall",0.404752698191848,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L036","L040_bin.7","Influent","Fall",0.369910285148073,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L036","L081_bin.10","Influent","Fall",0.149725591607553,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","","","Firmicutes"
"L036","L081_bin.12","Influent","Fall",0.369105140509429,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","","Firmicutes"
"L036","L081_bin.30","Influent","Fall",1.43329147376745,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L036","L081_bin.36","Influent","Fall",5.11454030791101,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L036","L081_bin.4","Influent","Fall",14.7030269502197,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L036","L082_bin.18","Influent","Fall",0.372045409449072,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L036","L082_bin.25","Influent","Fall",0.876817588212752,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","","Proteobacteria"
"L036","L082_bin.27","Influent","Fall",9.36885700738666,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L036","L082_bin.9","Influent","Fall",0.372987296561601,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L038","L001_bin.13","AD","Fall",2.76446130877777,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Fastidiosipilaceae","JAAYZH01","JAAYZH01 sp012514965","Firmicutes"
"L038","L001_bin.14","AD","Fall",2.72120313480298,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","4484-276","SABY01","","Bacteroidota"
"L038","L001_bin.17","AD","Fall",0.464149882490583,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","UBA2632","UBA2632 sp012840785","Bacteroidota"
"L038","L001_bin.19","AD","Fall",3.2827907291592,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Sedimentibacteraceae","Sedimentibacter","","Firmicutes"
"L038","L001_bin.20","AD","Fall",1.07059320645038,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L038","L001_bin.6","AD","Fall",0.784366481780607,"Bacteria","Verrucomicrobiota","Kiritimatiellae","RFP12","UBA3636","JAAZFF01","","Verrucomicrobiota"
"L038","L001_bin.7","AD","Fall",2.67848080236179,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp002316795","Synergistota"
"L038","L003_bin.19","AD","Fall",1.92706633611429,"Bacteria","Firmicutes_A","Clostridia","Christensenellales","CAG-74","UBA1038","","Firmicutes"
"L038","L003_bin.22","AD","Fall",6.61236007511546,"Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","Pyramidobacter piscolens_A","Synergistota"
"L038","L003_bin.25","AD","Fall",1.42364525637678,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","JAFGAQ01","JAFGAQ01","","Verrucomicrobiota"
"L038","L003_bin.29","AD","Fall",0.591736073697984,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RUG11257","RUG11257 sp012513425","Bacteroidota"
"L038","L003_bin.3","AD","Fall",3.59304712039785,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L038","L003_bin.31","AD","Fall",0.0908214257366334,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","Lentimicrobium","Lentimicrobium sp002410555","Bacteroidota"
"L038","L003_bin.7","AD","Fall",1.18312715144659,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas sp002398875","Bacteroidota"
"L038","L036_bin.1","AD","Fall",6.39591209933235,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L038","L036_bin.10","AD","Fall",0.402263231491839,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","","Desulfobacterota"
"L038","L036_bin.11","AD","Fall",0.26092750150822,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","JAAYFO01","JAAYFO01 sp012728215","Spirochaetota"
"L038","L036_bin.17","AD","Fall",1.60325255750014,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides","Firmicutes"
"L038","L036_bin.19","AD","Fall",1.91942704145241,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","","","Synergistota"
"L038","L036_bin.22","AD","Fall",0.196625612134503,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","Solidesulfovibrio alcoholivorans","Desulfobacterota"
"L038","L036_bin.25","AD","Fall",0.345264608247736,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","Macellibacteroides fermentans","Bacteroidota"
"L038","L036_bin.5","AD","Fall",0.170772126576724,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L038","L038_bin.11","AD","Fall",3.32986713542643,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","DTU018","","Firmicutes"
"L038","L038_bin.16","AD","Fall",3.72588642093893,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","JG1575","","Firmicutes"
"L038","L038_bin.2","AD","Fall",1.51842445088816,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","JAAYQA01","","Firmicutes"
"L038","L038_bin.23","AD","Fall",1.56375335591883,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","UBA4844","","Firmicutes"
"L038","L038_bin.25","AD","Fall",1.81764860464298,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L038","L038_bin.7","AD","Fall",1.22787498497795,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","DTU023","UBA4923","UBA4923 sp002427535","Firmicutes"
"L038","L078_bin.10","AD","Fall",1.40402950674612,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","VadinHA17","LD21","LD21 sp012729475","Bacteroidota"
"L038","L078_bin.37","AD","Fall",16.67101142233,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L038","L078_bin.9","AD","Fall",0.0926517999597324,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Geofilum","Geofilum sp002427105","Bacteroidota"
"L038","L080_bin.29","AD","Fall",0.259524665478606,"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","UBA412","UBA412 sp002495685","Methanobacteriota"
"L038","L081_bin.10","AD","Fall",0.915721177379792,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","","","Firmicutes"
"L038","L081_bin.30","AD","Fall",0.395668752287054,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L038","L081_bin.36","AD","Fall",0.25229052846178,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L038","L081_bin.38","AD","Fall",6.96196105681441,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L038","L081_bin.4","AD","Fall",0.653376254452378,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L038","L082_bin.18","AD","Fall",15.8665968826718,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L038","L082_bin.27","AD","Fall",1.39458760677202,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L038","L082_bin.3","AD","Fall",1.22241852822161,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002427525","Bacteroidota"
"L038","L082_bin.9","AD","Fall",0.244413102678585,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L039","L001_bin.14","Anoxic","Fall",0.0130849685083646,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","4484-276","SABY01","","Bacteroidota"
"L039","L001_bin.19","Anoxic","Fall",0.145356932777702,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Sedimentibacteraceae","Sedimentibacter","","Firmicutes"
